Emplid,Employee Name,Employee Email ID,Grade,Employee Status,Hire Date,Past Experience,Current Experience,Total Experience,Location Category ,Country,City ,Pool Description ,Department ID ,Business Unit,Project Category ,SL/IND_CLUSTER,Customer,SSL/POD,Project Id,Project Name,Project Mgr PSID,Project Mgr Name,Project Type,Billing Type,Project Status,Project Role,Task Type,Action Reason,Establishment Date,Resource Start Date ,Resource End Date,Analysis Type,Supervisor Id,Supervisor Name,Supervisor Email ID,Assignment So Id ,Hire So Id,Master Account,Marketing Geo,First Billable Assignment start date Recorded in system ,Hiring Channel,Project Based SL,Project Based SSL,Project Account,Customer Name,Resource Based SL,Resource Based SSL,% Allocation,Allocation % count,Forecast Date,Future Allocation,Skiil,Confirm release,Project end date,LWD,Exit,Bench aging,D rated,Status,PSSL,Campus/Lateral,Campus status,G2,Bench allocation category,NE under bench,NE under bench Duration,Onsite status,Final Status,Bench Gird,Status without BZ,Comments as of today,Release Week?,Current or Future Bench,Exit date (+60 days),Exit Week,OC,ll,Leave type,BZ resources,Concatenation,revised end date,Allocation % Status,RM Status for BZ,CMP,Total Allocation %,CAO,CAO Bench Project,BNH_BNHP Projects,Project based SL,Validation,Project based SSL,Validation.1,Final Status Category,Final Status Sub Category,CAO Status,Releases in Next 30 days and beyond,Project Start Date,Ageing (Today - Tentative Billing Start date),Tentative Billing Start date,Release Month,Confirm Release Period,Resignation Submitted Date,Validation.2,Ratings?,TalentX  - Core Skill,TalentX  Primary & Seconday Skills,RM,Final Status RM Deployement back,"Talent Core, Primary and Secondary",a,Unnamed: 111, 
37802,Amit Shah,amit.shah@itcinfotech.com,IS5,Employee,9/7/2024,14.2,0.7,14.9,Onsite,Canada,TORONTO,Pool for ABINV CX,BCG,I2FRA,BDMGT,SSINDBRNCH,Baker Hughes India,CROWN_PACK,65771,ERP_SAP_IMPL,82140,"Rahul,Sen",BDMGT,"FP,T&M",A,CONSULTANT,LL,SEC,9/7/2024,9/29/2024,4/17/2027,BIL,53357,Meera Iyer,meera.iyer@itcinfotech.com,6902401,8612582,Baker Hughes India,EUROPE,3/1/2024,LNP,SSINDBRNCH,ITC,Baker Hughes India,Baker Hughes India,SSINDBRNCH,ITCSMG,100,1.0,1/11/2026,NE,SAP ABAP,Confirmed Release,4/17/2027,,,379.3,,Allocated under project,,Campus,Allocated,,100% on bench,,HR Action,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 4th January 27,Current bench,6/16/2027,Exit by 10th May 27,,,,,3780265771,5/3/2027,Equal 100,,,100,Baker Hughes India,GOLDMAN_S,Other,SSINDBRNCH,,BZDAI,No,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Released to Bench,9/29/2024,,6/14/2026,Apr-27,,,,D1,SAP ABAP,"Power BI, MongoDB",Gauri Tiwari,Unclear,"-SAP ABAP, Power BI, MongoDB",Apr-27,,
93606,Rohit Patel,rohit.patel@itcinfotech.com,IS2,Employee,3/10/2021,2.8,0.4,3.2,Onsite,United Kingdom,LONDON,Pool for ABINV CS,GIC_CMS,I2POL,OD,SSINDBRNCH,ABB India Limited,CIO_SERV_MGT,69049,ERP_SAP_IMPL,68028,"Divya,Kumar",OD,"FP,T&M",P,ASSOCIATE CONS,NE,RED,3/10/2021,3/25/2021,11/29/2024,BIL,48974,Arun Mukherjee,arun.mukherjee@itcinfotech.com,8194570,6123430,ABB India Limited,ITC,5/6/2021,3PT,SSINDBRNCH,DATA_IN,ABB India Limited,ABB India Limited,SSINDBRNCH,ITC,100,1.0,3/28/2027,NI,Salesforce,Unclear,11/29/2024,,,201.0,,Support,,Lateral,Released From Project,,100% on bench,,HR Action,,Proposed - Feedback Awaiting,>91 days,Support,,Releases by 10th January 27,Current bench,1/28/2025,Exit by 8th April 27,,,,,9360669049,1/28/2025,Exceeds 100%,,,100,ACCOR SA,BSH,BNH,SSINDBRNCH,,BZDAI,No,New Hire to be allocated to projects,Proposed - Feedback Awaiting,,Beyond 60 days,3/25/2021,,12/15/2025,Nov-24,,,,D2,Salesforce,"TypeScript, Data Engineering",Joyce Ross,Yes,"-Salesforce, TypeScript, Data Engineering",Nov-24,,
94886,Sanjay Mehta,sanjay.mehta@itcinfotech.com,DP1,Employee,9/2/2018,1.9,5.5,7.4,Onsite,France,PARIS,Pool for ABINV AD,GIC_CMS,HRBCA,FI,GIC_SERV,Fairview Health Services,GIC_CMS,71669,GARTNER_CLOUD,78021,"Sunil,Shah",FI,T&M,P,GDC_DEV,LL,DEP,9/2/2018,9/7/2018,5/28/2021,BIL,95394,Meera Kulkarni,meera.kulkarni@itcinfotech.com,8419378,5666692,Fairview Health Services,APAC,10/19/2021,REI,GIC_SERV,DXP_SAAS,Fairview Health Services,Fairview Health Services,GIC_SERV,ITCSMG,100,1.0,10/23/2026,BE,MongoDB,Unclear,5/28/2021,,Exit by 27th May 26,270.5,D2,Resigned,,Lateral,Released From Project,,100% on bench,,Awaiting project extension,,NAFD - Resigned,<30 days,Resigned,,Releases by 15th January 27,Current bench,7/27/2021,Exit by 11th April 27,,,,,9488671669,6/8/2021,Equal 100,,,100,ABB India Limited,GOLDMAN_S,BNH,GIC_SERV,,,No,New Hire to be allocated to projects,NAFD - Resigned,,Release in 60 days,9/7/2018,,3/26/2026,May-21,,6/22/2026,,D1,MongoDB,"Angular, UI/UX Design",Joyce Ross,Unclear,"-MongoDB, Angular, UI/UX Design",May-21,,
75338,Arun Ghosh,arun.ghosh@itcinfotech.com,DM5,Non-Employee,12/29/2020,13.2,3.9,17.1,Onsite,Australia,SYDNEY,Pool for ABINV AD,BAT_DM,HRBSG,BDMGT,COMP_SEC,British American Tobacco Shared Services,CAMPUS_BATCH,64459,BAT_DM,73242,"Pooja,Sen",BDMGT,"FP,T&M",A,ASSOCIATE CONS,NE,DCR,12/29/2020,1/15/2021,10/10/2022,BIL,71894,Geeta Roy,geeta.roy@itcinfotech.com,5089126,8663605,British American Tobacco Shared Services,APAC,5/1/2024,OCM,COMP_SEC,CMS,British American Tobacco Shared Services,British American Tobacco Shared Services,COMP_SEC,ADM,25,0.25,10/22/2026,BE,Salesforce,Confirmed Release,10/10/2022,3/17/2026,,399.9,,Billed,DAY-0-DLY,Campus,Released From Project,,25% to 50% on bench,5/17/2027,Future Allocation,,Allocated to Billable Project,>91 days,Billed,,Releases by 18th February 27,Current bench,12/9/2022,Exit by 12th April 27,,,,,7533864459,11/19/2022,,,,25,ABB India Limited,AON,Other,COMP_SEC,No,BZDAI,,New Hire to be allocated to projects,Allocated to Billable Project,Old,Released to Bench,1/15/2021,,3/25/2026,Oct-22,,,,,Salesforce,"React, UI/UX Design",Naresh Chopra,,"-Salesforce, React, UI/UX Design",Oct-22,,
63841,Vikram Dutta,vikram.dutta@itcinfotech.com,ISB,Employee,11/28/2025,11.9,5.2,17.1,Offshore,Netherlands,AMSTERDAM,Pool for DATA,GIC_ERP,I2AUS,SE,I3L_CORPORATE,BlackRock Inc,GIC_CMS,95175,BAT_DM,20527,"Kunal,Chatterjee",SE,T&M,A,PROGRAM MANAGER,LL,REI,11/28/2025,12/27/2025,2/14/2029,BIL,53065,Rekha Gupta,rekha.gupta@itcinfotech.com,9952696,7375499,BlackRock Inc,APAC,4/10/2021,DSC,I3L_CORPORATE,DXP_SAAS,BlackRock Inc,BlackRock Inc,I3L_CORPORATE,CMS,50,0.5,1/31/2027,NI,UI/UX Design,Extension to be performed/Initiated,2/14/2029,9/11/2025,,64.0,,Allocated under project,,Campus,Without FBD,,50% to 99% on bench,,0,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 2th February 27,Future bench,4/15/2029,Exit by 26th May 27,,,,,6384195175,2/21/2029,Exceeds 100%,,,50,Goldman Sachs,ACCOR,Other,I3L_CORPORATE,Yes,BZDAI,,,Proposed - Pending Interview,Old,Beyond 60 days,12/27/2025,,11/11/2026,Feb-29,,,,,UI/UX Design,"Azure, ServiceNow",Naresh Chopra,No,"-UI/UX Design, Azure, ServiceNow",Feb-29,,
20350,Amit Singh,amit.singh@itcinfotech.com,GAP,Employee,9/13/2020,9.6,3.7,13.3,Offshore,United States,NEW YORK,Pool for ABINV CS,GIC_CMS,HRBCA,BILL,I2A_CORPORATE,ACCOR SA,CIO_SERV_MGT,48696,BAT_DM,12875,"Sunita,Shah",BILL,FP,P,PROGRAM MANAGER,UN,CJC,9/13/2020,9/28/2020,7/18/2022,BIL,96275,Vikram Reddy,vikram.reddy@itcinfotech.com,7640518,5605016,ACCOR SA,I2B,6/30/2024,INF,I2A_CORPORATE,BZDAI,ACCOR SA,ACCOR SA,I2A_CORPORATE,ITCSMG,25,0.25,8/26/2026,NE,Microservices,Extension to be performed/Initiated,7/18/2022,10/19/2025,,339.1,,Allocated under project,BLACKROCK,Lateral,,,25% to 50% on bench,2/10/2026,0,,Proposed - Pending Interview,>91 days,Allocated under project,,Releases by 2th March 27,Current bench,9/16/2022,Exit by 12th March 27,,,,,2035048696,7/4/2022,Equal 100,,,25,Baker Hughes India,BMI,BNHP,I2A_CORPORATE,,,Yes,New Hire to be allocated to projects,Proposed - Pending Interview,,Released to Bench,9/28/2020,,4/18/2026,Jul-22,,,,D1,Microservices,"Kafka, .NET Core",Sonal R Billava,Unclear,"-Microservices, Kafka, .NET Core",Jul-22,,
45720,Pooja Verma,pooja.verma@itcinfotech.com,BC4,Employee,4/23/2021,14.4,1.1,15.5,Onsite,UAE,DUBAI,Pool for ERP,GIC_ERP,I2NLD,INV,MARKETING,Baker Hughes India,CIO_SERV_MGT,98452,GARTNER_CLOUD,40647,"Geeta,Roy",INV,T&M,P,GDC_DEV,LL,DSC,4/23/2021,5/16/2021,4/8/2024,BIL,71797,Kavya Banerjee,kavya.banerjee@itcinfotech.com,1419843,6503032,Baker Hughes India,EUROPE,10/13/2020,LAT,MARKETING,DXP_SAAS,Baker Hughes India,Baker Hughes India,MARKETING,ITCICL,50,0.5,4/28/2026,BE,React,Unclear,4/8/2024,9/27/2025,,337.5,,Billed,BLACKROCK,Campus,,,50% to 99% on bench,,HR Action,,Allocated to Billable Project,31-60 days,Billed,,Releases by 13th February 27,Current bench,6/7/2024,Exit by 12th March 27,,,,,4572098452,6/12/2024,,,,50,ABB India Limited,KONE,BNHP,MARKETING,No,DXP_SAAS,No,,Allocated to Billable Project,,Release in 30 days,5/16/2021,,4/25/2026,Apr-24,,,,D2,React,"SAP S4 HANA, Angular",Joyce Ross,Yes,"-React, SAP S4 HANA, Angular",Apr-24,,
38477,Rohit Iyer,rohit.iyer@itcinfotech.com,DM5,Employee,1/25/2022,6.0,1.5,7.5,Onsite,Saudi Arabia,RIYADH,Pool for ABINV CX,GIC_INFRA,I3LBN,RMPGT,GIC_SERV,AB InBev GCC Services India Pvt Ltd,CAMPUS_BATCH,88116,GIC_INFRA,10371,"Kiran,Dutta",RMPGT,T&M,A,PROGRAM MANAGER,NE,FTE,1/25/2022,1/28/2022,2/18/2025,BIL,46342,Sneha Banerjee,sneha.banerjee@itcinfotech.com,3427461,3180906,AB InBev GCC Services India Pvt Ltd,EUROPE,1/3/2022,REI,GIC_SERV,DATA_IN,AB InBev GCC Services India Pvt Ltd,AB InBev GCC Services India Pvt Ltd,GIC_SERV,ITC,25,0.25,1/3/2027,BE,SQL,Confirmed Release,2/18/2025,,,331.7,D2,Allocated under project,DAY-0-DLY,Campus,Without FBD,,25% to 50% on bench,,Awaiting project extension,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 24th January 27,Current bench,4/19/2025,Exit by 16th April 27,,,,,3847788116,4/28/2025,Exceeds 100%,,,25,BlackRock Inc,AON,BNHP,GIC_SERV,,BZDAI,,New Hire to be allocated to projects,Proposed - Pending Interview,New,Release in 60 days,1/28/2022,,3/4/2025,Feb-25,,,,,SQL,"SAP S4 HANA, Selenium",Joyce Ross,Unclear,"-SQL, SAP S4 HANA, Selenium",Feb-25,,
14082,Nisha Bose,nisha.bose@itcinfotech.com,ISB,Employee,9/11/2025,13.5,2.6,16.1,Onsite,Brazil,SAO PAULO,Pool for BAT,BAT_DM,I2POL,RMPGT,CAO,BlackRock Inc,GIC_CMS,66370,GIC_INFRA,69186,"Deepa,Rao",RMPGT,"FP,T&M",P,CONSULTANT,NI,CDP,9/11/2025,9/14/2025,6/14/2029,BIL,39949,Divya Bose,divya.bose@itcinfotech.com,7942639,6686328,BlackRock Inc,APAC,11/8/2020,REG,CAO,CMS,BlackRock Inc,BlackRock Inc,CAO,ITCICL,50,0.5,3/31/2027,NI,Salesforce,Unclear,6/14/2029,9/4/2025,,138.2,,Available,,Lateral,,,50% to 99% on bench,,0,,Available for mapping,31-60 days,Available,,Releases by 18th January 27,Current bench,8/13/2029,Exit by 19th March 27,,,,,1408266370,7/25/2029,Exceeds 100%,,,50,BlackRock Inc,ACCOR,Other,CAO,No,,,New Hire to be allocated to projects,Available for mapping,,Release in 60 days,9/14/2025,,3/17/2025,Jun-29,,,,D2,Salesforce,"SQL, Power BI",Shubham Lahiri,Unclear,"-Salesforce, SQL, Power BI",Jun-29,,
85748,Mohit Sharma,mohit.sharma@itcinfotech.com,IS7,Employee,5/30/2023,8.3,0.9,9.2,Onsite,United States,NEW YORK,Pool for ERP,BAT_DM,I2ROM,DE,GIC_SERV,Baker Hughes India,GIC_CMS,19120,GARTNER_CLOUD,28595,"Deepa,Singh",DE,"FP,T&M",P,CONSULTANT,IN,DCR,5/30/2023,6/6/2023,1/12/2025,BIL,92991,Mohit Kulkarni,mohit.kulkarni@itcinfotech.com,1514340,2539438,Baker Hughes India,APAC,5/9/2024,DCR,GIC_SERV,ITC,Baker Hughes India,Baker Hughes India,GIC_SERV,ITC,75,0.75,12/25/2026,NI,Apache Spark,Unclear,1/12/2025,11/7/2025,,403.8,,Allocated under project,CIO_SERV_MGT,Lateral,Released From Project,,50% to 99% on bench,2/20/2026,SO Awaited,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 15th March 27,Current bench,3/13/2025,Exit by 14th April 27,,,,,8574819120,2/28/2025,Exceeds 100%,,,75,ABB India Limited,ADGM,BNH,GIC_SERV,Yes,DXP_SAAS,No,,Proposed - Pending Interview,New,Beyond 60 days,6/6/2023,,5/16/2027,Jan-25,,,,D1,Apache Spark,"Power BI, Data Engineering",Rohan Bernard,Unclear,"-Apache Spark, Power BI, Data Engineering",Jan-25,,
87743,Kiran Das,kiran.das@itcinfotech.com,IS2,Employee,7/6/2018,3.1,7.6,10.7,Offshore,Canada,TORONTO,Pool for CMS,BAT_DM,HRBAU,OD,I2A_CORPORATE,BSH India,CIO_SERV_MGT,85156,GOLDMAN_TECH,63008,"Amit,Mukherjee",OD,"FP,T&M",P,CONSULTANT,LL,RED,7/6/2018,7/13/2018,9/29/2021,BIL,93904,Suresh Menon,suresh.menon@itcinfotech.com,8007741,5857259,BSH India,EUROPE,6/13/2022,3PT,I2A_CORPORATE,DXP_SAAS,BSH India,BSH India,I2A_CORPORATE,ITCSMG,50,0.5,2/26/2026,,SAP ABAP,Extension to be performed/Initiated,9/29/2021,11/19/2026,,145.4,D2,BZ,BLACKROCK,Campus,Allocated,,50% to 99% on bench,,0,,Unclear,61-90 days,Available,,Releases by 8th February 27,Current bench,11/28/2021,Exit by 25th May 27,,,,20205,8774385156,9/8/2021,,,,50,BlackRock Inc,GARTNER,Other,I2A_CORPORATE,No,ITC,,New Hire to be allocated to projects,Unclear,Old,Beyond 60 days,7/13/2018,,1/8/2025,Sep-21,,,,D1,SAP ABAP,".NET Core, SAP S4 HANA",Pratik Rajput,Yes,"-SAP ABAP, .NET Core, SAP S4 HANA",Sep-21,,
35856,Priya Gupta,priya.gupta@itcinfotech.com,BC4,Employee,5/8/2025,11.3,6.1,17.4,Onsite,UAE,DUBAI,Pool for CMS,GIC_CMS,I2AUS,SE,I3L_CORPORATE,BSH India,GIC_ERP,14929,BAT_DM,17456,"Kavya,Menon",SE,"FP,T&M",A,GDC_DEV,NI,RED,5/8/2025,5/10/2025,5/7/2027,BIL,58331,Pooja Sarkar,pooja.sarkar@itcinfotech.com,5816353,2287332,BSH India,I2B,8/27/2023,CMP,I3L_CORPORATE,DATA_IN,BSH India,BSH India,I3L_CORPORATE,ADM,100,1.0,5/21/2027,,Data Engineering,Confirmed Release,5/7/2027,8/3/2025,,321.9,,Billed,,Lateral,,,100% on bench,,0,,Allocated to Billable Project,<30 days,Billed,,Releases by 17th March 27,Current bench,7/6/2027,Exit by 6th May 27,,,,,3585614929,5/8/2027,,,,100,ACCOR SA,AON,BNHP,I3L_CORPORATE,,BZDAI,No,,Allocated to Billable Project,Old,Beyond 60 days,5/10/2025,,4/21/2026,May-27,,,,D2,Data Engineering,"Apache Spark, TypeScript",Rohan Bernard,,"-Data Engineering, Apache Spark, TypeScript",May-27,,
54350,Arjun Ghosh,arjun.ghosh@itcinfotech.com,GAP,Employee,10/2/2021,10.2,2.3,12.5,Offshore,United States,NEW YORK,Pool for ABINV CS,BCG,I2BRA,BILL,COMP_SEC,Fairview Health Services,CROWN_PACK,94675,ERP_SAP_IMPL,97878,"Sneha,Nair",BILL,"FP,T&M",P,PROGRAM MANAGER,IN,SRV,10/2/2021,10/4/2021,8/9/2024,BIL,65496,Kiran Roy,kiran.roy@itcinfotech.com,9531021,7070468,Fairview Health Services,ITC,10/8/2020,OCM,COMP_SEC,DATA_IN,Fairview Health Services,Fairview Health Services,COMP_SEC,ITCICL,50,0.5,4/7/2026,BE,Azure,Confirmed Release,8/9/2024,9/12/2025,,291.8,,LL/IN/INT,BLACKROCK,Campus,Allocated,,50% to 99% on bench,5/15/2026,HR Action,,NAFD - Long Leave,>91 days,LL/IN/INT,,Releases by 5th January 27,Current bench,10/8/2024,Exit by 6th March 27,,,Maternity Leave I / II Child,,5435094675,10/16/2024,,,,50,British American Tobacco Shared Services,AON,Other,COMP_SEC,Yes,,No,New Hire to be allocated to projects,NAFD - Long Leave,,Release in 30 days,10/4/2021,,7/26/2026,Aug-24,,,,D2,Azure,"SQL, Java",Aishwarya M2,Unclear,"-Azure, SQL, Java",Aug-24,,
68841,Ajay Sen,ajay.sen@itcinfotech.com,3PT,Employee,4/6/2023,14.2,7.9,22.1,Onsite,Canada,TORONTO,Pool for ACCOR AD,BLACKROCK,I2ITA,DE,INDIA_DIVISION,Goldman Sachs Services India,CAMPUS_BATCH,31012,GARTNER_CLOUD,45755,"Naveen,Iyer",DE,T&M,A,GDC_DEV,BE,FTE,4/6/2023,5/4/2023,6/4/2025,BIL,68893,Rohit Dutta,rohit.dutta@itcinfotech.com,9612629,3472100,Goldman Sachs Services India,EUROPE,3/22/2022,REG,INDIA_DIVISION,ITC,Goldman Sachs Services India,Goldman Sachs Services India,INDIA_DIVISION,ADM,100,1.0,1/12/2027,NE,UI/UX Design,Confirmed Release,6/4/2025,,,389.3,,BZ,BLACKROCK,Lateral,Released From Project,,100% on bench,,SO Awaited,,Unclear,61-90 days,Available,,Releases by 4th March 27,Current bench,8/3/2025,Exit by 21th April 27,,,,77621,6884131012,8/14/2025,Equal 100,,,100,British American Tobacco Shared Services,GOLDMAN_S,BNHP,INDIA_DIVISION,No,,,New Hire to be allocated to projects,Unclear,New,Release in 30 days,5/4/2023,,11/26/2026,Jun-25,,,,,UI/UX Design,"ERP-SAP, Selenium",Sonal R Billava,,"-UI/UX Design, ERP-SAP, Selenium",Jun-25,,
10688,Nisha Chatterjee,nisha.chatterjee@itcinfotech.com,IS9,Employee,9/5/2019,11.6,1.9,13.5,Onsite,Australia,SYDNEY,Pool for ABINV CS,BAT_DM,I2DEU,SE,TALENT_MGMT,Goldman Sachs,GIC_CMS,78614,GIC_INFRA,57265,"Divya,Reddy",SE,T&M,P,CONSULTANT,LL,TRA,9/5/2019,9/22/2019,9/6/2023,BIL,18870,Meera Rao,meera.rao@itcinfotech.com,9825812,9511546,Goldman Sachs,EUROPE,1/1/2022,DSC,TALENT_MGMT,DXP_SAAS,Goldman Sachs,Goldman Sachs,TALENT_MGMT,ADM,25,0.25,3/10/2027,NE,Kafka,Confirmed Release,9/6/2023,9/15/2025,,210.5,,Available,DAY-0-DLY,Campus,Without FBD,,25% to 50% on bench,,0,,Available for mapping,61-90 days,Available,,Releases by 27th March 27,Current bench,11/5/2023,Exit by 6th March 27,,,,,1068878614,10/5/2023,,,,25,ACCOR SA,KONE,Other,TALENT_MGMT,Yes,DXP_SAAS,,,Available for mapping,New,Release in 30 days,9/22/2019,,4/24/2025,Sep-23,,,,D1,Kafka,"Terraform, Azure",Purva Shikhare,Unclear,"-Kafka, Terraform, Azure",Sep-23,,
36144,Sneha Tripathi,sneha.tripathi@itcinfotech.com,ISB,Employee,6/20/2022,11.3,1.5,12.8,Onsite,India,MUMBAI,Pool for CMS,BLACKROCK,HRBTP,DEPT,TALENT_MGMT,Goldman Sachs,CROWN_PACK,66440,GOLDMAN_TECH,88964,"Ravi,Menon",DEPT,FP,P,PROGRAM MANAGER,LL,CDP,6/20/2022,7/16/2022,3/11/2026,BIL,33652,Pooja Gupta,pooja.gupta@itcinfotech.com,5928582,6389033,Goldman Sachs,I3L,12/20/2021,FTR,TALENT_MGMT,CMS,Goldman Sachs,Goldman Sachs,TALENT_MGMT,ITCICL,75,0.75,9/17/2026,BE,DevOps,Extension to be performed/Initiated,3/11/2026,8/20/2026,,433.0,,BZ,DAY-0-DLY,Lateral,Allocated,,50% to 99% on bench,2/28/2026,SO Awaited,,Unclear,>91 days,Available,,Releases by 12th March 27,Current bench,5/10/2026,Exit by 26th March 27,,,,20828,3614466440,5/6/2026,Equal 100,,,75,BSH India,KONE,BNHP,TALENT_MGMT,,,Yes,New Hire to be allocated to projects,Unclear,,Release in 30 days,7/16/2022,,2/7/2025,Mar-26,,,,D1,DevOps,"Power BI, Python",Mohan Pawar,No,"-DevOps, Power BI, Python",Mar-26,,
58015,Ajay Bose,ajay.bose@itcinfotech.com,IS5,Employee,10/14/2024,6.7,0.6,7.3,Onsite,Singapore,SINGAPORE,Pool for BAT,BLACKROCK,HRBTP,RMPGT,COO,ACCOR SA,CROWN_PACK,26074,GOLDMAN_TECH,27790,"Rohit,Sarkar",RMPGT,T&M,P,CONSULTANT,NE,DEP,10/14/2024,10/18/2024,4/26/2028,BIL,19706,Arun Joshi,arun.joshi@itcinfotech.com,8584017,3896693,ACCOR SA,ITC,12/28/2023,3PT,COO,DATA_IN,ACCOR SA,ACCOR SA,COO,ADM,50,0.5,1/15/2027,NE,SAP S4 HANA,Extension to be performed/Initiated,4/26/2028,,,199.6,,Allocated under project,CIO_SERV_MGT,Lateral,Released From Project,,50% to 99% on bench,8/31/2026,Awaiting project extension,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 12th March 27,Current bench,6/25/2028,Exit by 19th April 27,,,,,5801526074,5/25/2028,,,,50,British American Tobacco Shared Services,BSH,BNHP,COO,Yes,ITC,No,,Proposed - Pending Interview,,Release in 60 days,10/18/2024,,1/16/2026,Apr-28,,,,,SAP S4 HANA,"Apache Spark, Angular",Purva Shikhare,,"-SAP S4 HANA, Apache Spark, Angular",Apr-28,,
85353,Ajay Rao,ajay.rao@itcinfotech.com,IS9,Employee,10/31/2018,1.9,6.6,8.5,Onsite,United States,NEW YORK,Pool for DATA,GIC_INFRA,HRBMY,BENCH,CAO,AB InBev GCC Services India Pvt Ltd,GIC_ERP,75873,GIC_INFRA,94015,"Vijay,Dutta",BENCH,T&M,A,ASSOCIATE CONS,NI,RED,10/31/2018,11/14/2018,6/25/2022,BIL,32103,Sanjay Gupta,sanjay.gupta@itcinfotech.com,3586950,3872269,AB InBev GCC Services India Pvt Ltd,EUROPE,8/6/2023,3PT,CAO,ITC,AB InBev GCC Services India Pvt Ltd,AB InBev GCC Services India Pvt Ltd,CAO,ADM,50,0.5,6/14/2027,NE,UI/UX Design,Extension to be performed/Initiated,6/25/2022,8/1/2026,,216.9,,BZ,BLACKROCK,Campus,Allocated,,50% to 99% on bench,,HR Action,,Unclear,61-90 days,Available,,Releases by 21th February 27,Current bench,8/24/2022,Exit by 16th May 27,,,,26406,8535375873,9/6/2022,,,,50,ABB India Limited,ADGM,BNHP,CAO,No,DXP_SAAS,,New Hire to be allocated to projects,Unclear,,Release in 30 days,11/14/2018,,12/19/2025,Jun-22,,,,D1,UI/UX Design,"Ansible, Apache Spark",Gauri Tiwari,,"-UI/UX Design, Ansible, Apache Spark",Jun-22,,
70875,Arjun Shah,arjun.shah@itcinfotech.com,ISC,Employee,7/4/2021,2.0,3.0,5.0,Offshore,Germany,BERLIN,Pool for ACCOR AD,GIC_CMS,I2DEU,DLMGT,COO,Gartner India,GIC_CMS,75373,ERP_SAP_IMPL,50441,"Sneha,Pandey",DLMGT,T&M,P,ASSOCIATE CONS,NE,DSC,7/4/2021,7/31/2021,5/14/2024,BIL,75191,Sneha Ghosh,sneha.ghosh@itcinfotech.com,1388833,2510773,Gartner India,EUROPE,7/30/2021,LAT,COO,CMS,Gartner India,Gartner India,COO,ITC,25,0.25,12/20/2026,,SQL,Extension to be performed/Initiated,5/14/2024,,,233.8,,LL/IN/INT,BLACKROCK,Lateral,Without FBD,,25% to 50% on bench,3/18/2027,Future Allocation,,NAFD - Long Leave,61-90 days,LL/IN/INT,,Releases by 24th February 27,Current bench,7/13/2024,Exit by 25th April 27,,,Maternity Leave I / II Child,,7087575373,5/30/2024,Equal 100,,,25,ABB India Limited,GOLDMAN_S,BNHP,COO,,BZDAI,No,,NAFD - Long Leave,New,Beyond 60 days,7/31/2021,,2/13/2026,May-24,,,,D1,SQL,"Java, TypeScript",Rohan Bernard,,"-SQL, Java, TypeScript",May-24,,
82070,Pooja Menon,pooja.menon@itcinfotech.com,IS4,Employee,5/2/2019,11.9,2.7,14.6,Offshore,United Kingdom,LONDON,Pool for BAT,GIC_ERP,I2CAN,DE,CAO,Schneider Electric India,GIC_ERP,90805,GOLDMAN_TECH,49221,"Gaurav,Banerjee",DE,T&M,A,CONSULTANT,NE,DSC,5/2/2019,5/6/2019,11/19/2020,BIL,87820,Deepa Pillai,deepa.pillai@itcinfotech.com,6643410,9511333,Schneider Electric India,APAC,10/11/2023,3PT,CAO,DXP_SAAS,Schneider Electric India,Schneider Electric India,CAO,CMS,75,0.75,2/8/2027,BE,ServiceNow,Unclear,11/19/2020,6/28/2025,,100.3,,BZ,,Lateral,,,50% to 99% on bench,,HR Action,,Unclear,31-60 days,Available,,Releases by 24th January 27,Current bench,1/18/2021,Exit by 19th April 27,,,,90356,8207090805,11/10/2020,,,,75,ABB India Limited,KONE,BNH,CAO,,BZDAI,Yes,New Hire to be allocated to projects,Unclear,Old,Beyond 60 days,5/6/2019,,1/18/2026,Nov-20,,,,D1,ServiceNow,"Azure, Azure DevOps",Aishwarya M2,Yes,"-ServiceNow, Azure, Azure DevOps",Nov-20,,
